reviewId,review,Ticketing,Information Channels,Travel Experience
2d941cd0-a347-48fc-88e5-24566f20c832,RedBus Sangat mudah untuk mencari tiket Bus👍,,positif,
a96858f0-aade-477b-9d34-671960f5ec96,Pintar redbus untuk perjalanan yang baik,,,
2c941126-b6f8-4f8e-9569-1436fc4786c0,habis update malah lemot ah ngga jelas,,negatif,
b0146bb0-349b-4d45-8f90-017ccbd9fd8e,proses pemesanan cepat,positif,,
fc9d7049-2a1a-4301-818f-b44ab417791a,praktis,,,
1a84b952-9fba-4da9-a225-fed206f169b2,recommended,,,
ea70ffc2-f4b4-4527-abc0-02eb4aaeedab,baik,,,
7ad5d03e-537f-413c-9a84-623392d2cc82,ntah ini ganggu sistem atau apa transaksi pembayaran sukses saldo juga udah kepotong tapi di email bahwa transfer gagal pemesanan tolong dong ini gimana,negatif,,
ac2fcf7a-26d5-492e-b297-2100c227cb0f,mudah dan jelas,,,
34ec642b-0de1-4fc1-9ae4-724c0b512a2b,baik,,,
9e678ee8-f2be-4d36-8b01-e4a99f9b5bf3,good,,,
9595e294-9f78-4e63-b7fd-fe7aeb5e702b,mengecewakan. beli tiket cuma salah nama depan tidak bisa digunakan,,,
feedc466-5a3e-4226-8e50-f313751553ed,fast respon,,,
039f36d7-402a-4181-be19-65c276e9c3de,best,,,
3dacb3c8-d9e5-4a93-aee1-6b0e5f0ab4d1,mantap,,,
63e46aca-1a9e-4fc5-91eb-3fe76a344540,payment agak sulit,,,
4e2e999b-8321-47b6-8159-83127c845f02,bikin kecewa. order tujuan Sleman tp smpi agen bis nya di cetak tiket tujuan gamping. Jd hrs kluar duit Lg tuk grab pdhl mahal Krn dr gamping ke Sleman GK da angkot. kapok lgsg uninstal aja,negatif,,negatif
de10187d-143d-4c4b-a3b9-fe952c9e1cde,Terimakasih promo nya,positif,,
f38f5cff-93ac-4313-b875-5ba22a3095b5,balikin duit saya. tiket saya gak diterima sama sinar jaya di surabaya,negatif,,
f7a94326-58f2-4cf2-a817-b9c833556e05,kagak bisa di buka jirr,,negatif,
3ec31e52-caab-45f2-a29c-47469ab1e46a,TERIMAKASIH DISKON YA BANYAKINBLAGINYA DISKON YA,positif,,
5e07dc7c-0ff4-4a48-849b-802a1f41d2bd,bisa lebih praktis dan nyaman,,,
957cde57-32cf-4b93-a3de-75cee8b21501,mantaapzz banyak diskon nya beli tiket bus lebih murah dari pada di loket langsung,positif,,
134e3850-d212-48d7-a71b-88303be3a148,sangat memudahkan dalam mencari tiket bus,,positif,
ed1dab7d-9aa1-4f30-aeb8-5fdccbcf7c01,membantu sekali,,,
4de5e3b0-736b-44b7-949e-c82af197dd6a,mantabs,,,
8222e526-8f0a-41ab-9368-da34dd7f2a7e,sangat murah meriah membantu ekonomi masyarakat,positif,,
40ba7560-46e7-43c3-899d-82e7a1616c89,baik dan info nya baik,,,
2d8ef190-2a79-4a69-9e75-3a63ed10b690,informatif & helpfull 💪💪,,positif,
66b5b815-27a1-42da-9671-30315b44e26c,mantap promo nya,positif,,
7daf1773-09cb-41ed-934b-5bb2b4c43cca,cuman dari cirebon ke wonogiri gak ada armadanya,,,
387b2748-4211-4197-ac7d-e05698ff6dbf,"saya pesan tiket harga 215rb saya bayar 216rb karna kurang teliti, malah di minta chat sosial media dan ngga ada respon.. ini saya transfer lebih lho, bukan kurang !! malah kalian makan semua uang saya !!",,negatif,
2d425f64-c4e4-4d68-bfe7-25280fd74b5b,selalu berlangganan,,,
0a8973c3-c548-403d-9867-79133d7ba85a,good,,,
3d564038-45f5-4d60-828c-62379c9b82b4,bus tidak datang susah hubungi cs dan tidak ada konfirmasi susah di hubungi sudah sya dm instagrag dan email,,negatif,negatif
5dfb923f-64ed-4625-888a-847aeab57cc2,mantap dpt di andalkan,,,
d3523a6a-be61-40ef-89a4-6ff53db42ffb,Banyak promo,positif,,
36b36cf6-5df7-4ab5-aefb-caeb1182436a,mantap dan mudah,,,
9bf4d2f7-580f-4ab2-8314-b4f01c972518,tidak ada layanan CS,,negatif,
8ce605c0-8959-4337-ad79-1a866f31194a,sangat membantu dan ter percaua,,,
abb0a887-cf70-419a-86bf-4954b0fd68ff,langganan,,,
3ed5dc1d-5a12-4e11-acb6-79c0541c6a61,mantab murah cepet,positif,,
30b20859-3820-4a83-9b9e-df8d876ad87a,ok,,,
a0fe43e5-5d70-45ee-8335-957ed8526c87,ok,,,
a0de3ad7-59a8-45f8-825c-f88ded635dcc,maaf sblmnya mau nanya,,,
d0e078b6-5672-49a0-807e-57f20e870373,harga nya beneran murahhh👍👍,positif,,
5c276146-7ca9-4324-b76b-7b55efced600,oke,,,
4966a2f9-57b4-4106-9cc6-2049359e2b88,sangat membantu sekali aplikasi ini Terima kasih banyak,,,
10d64716-d87c-40ce-b894-99897fd12b52,cuma masukan semoga di upp...bisa pesen lebih dari 5 bangku..soal e maksimal 4,,,
1fcd7596-630f-477b-8f29-43d26017042e,sngat membantu dengan adanya red bus,,,
36ec1fb4-d629-436a-bcb2-2fc417a02ff8,bagus aplikasinya,,,
279c80b3-4a47-4c9e-b1e3-62f46b19e8e9,ini bagaimana kok gk sesuai busnya.. excutifnya dimna.. dan sayaa dapet seri m.. kok naik jetbus 3 .. tolong redbus gimna ini,,negatif,negatif
b9b26f0d-d421-459f-a98d-2ea7bba7fd97,mantap,,,
ca880133-3090-4f6a-926e-838b0bfb3187,mudah untuk memesan tiket,positif,positif,
73593b42-b0e9-40d0-9833-1881365776d6,membantu sekali,,,
583c8827-0eea-46b8-b986-7007535ce877,gacor terus kasih voucher biar murah,positif,,
d1fa6d77-a7c5-4a27-9e05-c63abbabff4f,good,,,
213851fb-2d1f-407f-9f53-7f8a30aae6ae,sangat mudah memesan tiket bus,positif,,
bcca2bdc-6ea2-4484-9be6-738f02530e9c,Bagus membatu,,,
21f46de1-03cd-4c04-b3c4-fe1e79e44697,"mau mulai pakai aplikasinya saja sudah gabisa dipilih country untuk get started, emang gaboleh pakai aplikasi ini mungkin, mau upload screenshot terkait kendala tsb gabisa disini",,negatif,
42f447f9-be93-4624-bb5a-0f252ff034b1,mudah efisien,,,
ab3bdfa9-c253-43c5-aae8-d755f466396d,"kecewa sama redbus, menurut saya tidak menguntungkan ada bagi customer. hanya menguntungkan dari pihak redbus aja. saya jujur kecewa dan ga adil dengan kebijakan refund. padahal penguna setia redbus. jadi mikir2 mau pakai redbus lagi.",,negatif,
4695f16a-8298-44bc-95ab-002aae935d62,baik,,,
482e3a7d-87fb-40aa-be12-6efc575e869b,harga ya murah kalo lewat sini,positif,,
f91fc806-f5da-4d7c-9c52-b21931d5e99f,istimewa,,,
57ef4a69-a5e5-427e-a536-59dc2fd4ded7,memilih aplikasi ini dengan penuh penyesalan...gak ada fasilitas refund ato reschedule uang gak balik...gak ada solusi yg melegakan hati...hati2 yg memakai aplikasi ini terutama yg pesan tiket jauh2 hari sebelum brangkat..😭😭😭😭...gak akan pake aplikasi ini lagi,,negatif,
e200e3fc-444c-4a76-be5f-57048f16fdcb,"aplikasi bagus dan sangat membantu, sangat membantu",,,
7437b0a6-ae90-4c57-bad8-86644b44d7b3,makasih banyak redbus...profesional alhamdulillah komplenan saya direspon....makasiiih,,positif,
2f5d2560-c8a0-4ef8-81c8-f8aba28b6ca4,"mudah sekali penggunanya, tinggal klik aja, mantaplah",,positif,
f8e04cc4-9024-41df-8f6c-5e774cc5a236,sangat membantu...pesan langsung dari rumah,,,
b230f658-3e6a-4a34-8ef1-251d5b8041c5,saya pesan bus untuk tgl 22 Desember 2025 dari Jakarta ke Magelang,,,
6c2104c5-759f-47f9-9899-95042bf16982,tidak bisa di buka aplikasinya,,negatif,
16118a28-5620-4db3-9126-56586fb56677,lebih murah dari dari lokat,positif,,
86ba2800-b460-4e58-9224-70fcd73eb584,sangat puas,,,
5feeffba-b317-4e44-81a9-cbb91e5e4ace,bagus,,,
f0b1716d-05fe-49fb-a8b5-ef4de531d59a,redbus pilihan terbaik,,,
15dc5083-e0e2-4793-a929-0aeee3cd7ff9,sangat membantu,,,
9ff7f3ff-fade-4c13-91b8-a547a9015d13,fasilitas bagus,,,positif
5809a925-4a61-4a7d-8247-b39e74f36007,Bagus,,,
4fd3ebb0-2d9c-4bd3-9640-cff185eb87c8,kenapa saya tidak bisa buka dan setting aplikasi ini? padahal saya sudah nyaman pakai redbus,,negatif,
a9edc4a2-be5d-459f-b632-72aa6911eeab,bagus,,,
d756fca0-bdb0-46b6-9fd6-ad05360e4e05,Sangat mudah,,,
d3d1adfd-c87e-44fb-ae1f-702af1b7cab0,lumayan beberapa kali dapet promo,positif,,
10cf91d1-d88a-4487-8005-ed43545e53b9,bagus,,,
b950b77c-5552-4e08-be35-b312d4b6ceca,layanan cepat dan mudah,,,
3b8ede30-1afc-4823-8dae-dc7f57d81a22,semua,,,
3a7c4ace-2870-45ae-8cb3-9df7c934d6cb,bagus,,,
e6943693-3434-4fb4-9dc6-c3596712c0a4,cukup 1x,,,
ec8d6e81-d99c-44a0-8931-b0aec11dba2e,Sangat mudah,,,
41779347-c19f-4913-8f79-0fb93a50a9f5,praktis,,,
3fbc4e9f-55df-4132-96e6-48f25b88803c,baik respon cepat,,,
8a3300b7-83f1-4bf2-83ee-ea3d284d8581,makin sering error apk nya diwaktu pembayaran,negatif,,
4693a1a7-c39b-4f7b-975f-20a810c0a68f,simpel tanpa ribet,,,
eef8783f-6859-46b0-9640-171fcb07f149,memudahkan akses tiket bis. trimakasih,,positif,
f2642baa-220e-42e1-b60c-c3384885b19b,ok baik,,,
ccb749de-7bdf-493e-87c3-ebdb20439a63,keren,,,
5e996b59-a328-48d4-bcfe-d5e3439a50df,cepat prosesnya,,,
23b45f2e-6cd4-4bf4-90d5-033b8de9612e,aplikasinya banyak di salahgunakan oleh pelaku penipuan yg sedang mencari loker,,,
951f5cea-2920-497b-bc7e-b27f70936c17,cukup baik,,,
bdd27fc7-89a1-42b0-b5d1-eb403e1bba3a,dengan menggunakan aplikasi redbus hidup ini terasa mudah banget👍👍👍ho ohhh tenann⭐️⭐️⭐️⭐️⭐️⭐️❤️❤️❤️❤️❤️❤️❤️,,,
2508cdea-d12e-4dca-8c73-fe28b90d6510,Alhamdulillah,,,
40d43b17-0e70-41c0-852d-a0df77edd9b9,Tidak bisa bayar baik via bank dan ewallet. Padahal saat verifikasi akun masuk-masuk saja namun pas mau bayar tidak bisa link eror inilah apalah,,,
75a23bbf-7695-4cd6-a5fb-152902e4d8df,good,,,
7e53bbd8-1fc7-444e-b736-9263e189cdb7,buat lebih murah lagi,positif,,
bac17393-ac96-446f-9f4b-e0d97202ef3e,Saya di turunkan oleh Pihak Bus tidak sesuai Lokasi turun,,,negatif
071c4f66-5350-462a-a5f4-64696c502982,Sangat membantu perjalanan saya,,,
44cea0fc-47f7-4a29-a3cd-a6328e33f295,TIDAK MUNCUL KODE VITUAL ACCOUNTNYA TIAP MAU MELAKUKAN PEMBAYARAN,negatif,,
8d71c08e-8f0c-40ec-b1d0-8597108ba1ac,kapan uang saya akan kembali,,negatif,
3ab6136e-7022-46e4-8950-941b59a9abd1,Baru di coba komentarnya setelahnya,,,
8bbe31be-180b-4793-b60f-60bffbc35c7a,sangat baik dan mudah digunakan,,,
10ec08ee-e5ba-4434-a32d-0fda63e0b05d,mempermudah pemesanan tiket. terimakasih,positif,positif,
73bd4645-ea4d-4f62-9ed2-f23fb3edeb14,redbus keren dan cepat,,,
20346f70-baa4-4648-be39-8e2a27910496,booking di redBUS lebih mudah simpel dan banyak pilihan bus,,positif,
ae50d05f-e35d-4728-a371-f4c83326c55a,ok,,,
74fa94a2-7b5c-46aa-9832-2d8761f733da,Buat bus mania yg mau merencanakan perjalanan,,,
6e478370-bec8-43a7-9e10-fb3888fd66a7,luar biasa... mempermudah,,,
66b8a1b0-759e-4916-a07e-2ef5a9f587ed,tidak sesuai jadwal berangkt,,,negatif
6892ebdb-373f-48fa-861a-8cb5b64857eb,mantab banyak pilihan,,,
d25e36f0-a1b2-4b26-9e05-9f97845347ed,bagus. cepat,,,
aef4db06-5d66-4f4d-97a1-7ff927011732,pake diskon skali....lanjut beli tiket bogor denpasar...uang masok tiket g dapat...uang tak kembali...,negatif,,
60b4e976-f03a-44fc-b911-8d1feaf00735,bagus cepat murah,positif,,
939a3c85-1d0e-4bba-89af-58479a0bfe0e,good,,,
f5373683-7f4f-4edb-8c5e-8bbfaba6e823,terbaik.Amin.,,,
909cdc62-dc52-41f9-927f-ccd16f3a5ba7,baik,,,
5c8a813b-6f59-4dcb-bb7f-3415a933e848,pertama kali nyoba pesan lewat redbus,,,
4f6fe3c8-e263-482b-93b1-5e0f8959e923,kenapa di aplikasi saya selalu menampilkan kamboja padahal sudah diubah ke indonesia?,,negatif,
f126362c-018e-4e77-b7f3-c9cb6eacf8b6,tidak bisa di buka. stuck di select your country,,negatif,
9a669cea-cf91-4d2d-aaad-9e3034fa19ce,lebih murah dari apk sebelah,positif,,
1c90e9b3-2abb-4f90-93b3-4bff585844b9,perjalanan tepat wkt,,,
5615d234-f2d0-4113-af90-d56ebc5ada40,saya sangat kecewa karena disini tidak bisa reschedule,,negatif,
301cf8b4-a96d-4c65-bd76-c3b8184c17a0,ternyata mudah,,,
8a0002c2-8762-4a92-af7f-a845e385110c,pelayanan cepat,,,
ae00c123-c630-450c-bb02-358f095d6849,pesen tiket melalui resBus mudah,positif,,
aac3ee28-322e-406f-adc0-164eb5ec9da2,apk nya gabisa dibukaaa cuma ada country doang,,negatif,
a0df62b3-f6cb-4964-ab92-40064957af09,sinyal penuh tapi di situ tertulis off line,,negatif,
ddcd615b-9f92-437e-8a06-3439d2eebefe,good aplication,,,
e1a20978-a2a2-4519-8e55-1df161309919,mudah di jangkau,,,
91814d7b-8276-4c43-a3c8-b1257d5c6277,ok,,,
719f10ca-3997-47a9-b2d2-53cd6450b416,ok pesan jadi mudah,positif,positif,
5a9205dc-d99b-4b83-8ffe-ae5e5d41c8fd,gak jelas tiap mau beli tiket gagal terus sampe 3x padahal udah transfer.,negatif,,
f677721d-1357-4548-b280-d0a05cbdf9d0,satisfied,,,
23540d11-69d7-47d9-86c5-472d8ccaaa93,dear developer yang terhormat untuk fitur lain masih mantap tapi saat saya mendownload kembali ada sedikit bug di pemilihan bahasa tolong di perbaiki,,negatif,
a42c163c-b3f5-4d9b-941f-7619c25bf770,pokoknya apk untuk pemesanan cepat,positif,positif,
d699bfda-eb5e-4e7f-a205-42e89acdcc8c,mantab,,,
9f0edb61-2e89-4291-90ff-53917574f20d,good,,,
4de17ee9-6345-4bcb-b4f3-fdcad8945ce1,banyak diskon,positif,,
7e77a869-61ae-416a-8d3a-4cbe3aa79929,mantap,,,
c236fd06-8667-4c91-a935-78474e82fa21,sangat nyaman dan mudah untuk pemesanan,positif,positif,
c9f91cc8-dbf7-4013-a1a0-7558dffbb274,tidak dapat di reschedule,,negatif,
cc07b04f-6806-4455-b24c-5b3314fa3210,mau pilih bahasa aja gabisa2,,negatif,
06eee264-01ed-4254-bfb1-fab27f754fc4,works very well,,,
d0edbc89-b232-4bac-bb31-09fb0f8ae678,sangat mudah dlm proses dan pelayanan,,positif,
92ce711b-53fd-47a2-9075-fb38e0b334f0,saya sudah melakukan pembayaran tapi tiket gagal,negatif,,
6d999cc9-a33c-43bf-acd7-8d1f51a068b1,keren banget pelayanan bagus ... saya suka,,,
4bf07458-6290-4f87-85e8-7b7ce61b4926,sekalinya pesan bis,,,
f25a8bde-f2d2-47e6-b631-4d3150b63f65,banyak promo nya,positif,,
924d2cd9-b424-42f6-bf55-b4842993d8e5,Pesan bus jdi simpel dan mudah,positif,positif,
0316d598-1c84-49e1-b163-357658c423e2,mantap,,,
854a46fb-af9e-45aa-99ec-6502c0642af6,lebih murah dari agen,positif,,
d48a57ea-5711-42b5-b9cb-0050d94b4fec,service ⭐⭐⭐⭐⭐,,,
aa722252-9162-47f0-b08f-8cfbe45dc41d,bagus,,,
48b5d2e4-f14a-4977-9e1c-90d451270cb5,lama loding ya,,,
401ebf6b-b12d-441d-a1a5-13acf438dfd8,mantap,,,
9ccd1556-9f95-4a97-a1c8-e617ba2a565c,Alhamdulillah gk nyesel beli pake aplikasi redBus..diskonnya banyak bangett😍,positif,positif,
514afa35-583a-4fac-bc40-40c10862145a,sangat mudah,,,
ec73c6b1-1851-4b42-a23b-bd6571a820df,bagus dan simpel,,positif,
f0a8b313-58f1-4f01-9de6-433c8d493814,ok,,,
832a0467-826e-484e-8c92-3d059f1038ea,ini gmn instalnya? mentok di optional isi country 🥺☹️,,negatif,
2bfa3ad1-06a8-4993-a639-f9b902acda7d,ok,,,
b80c1dc4-2800-4233-b48c-3a8d5f3e0fb4,Bagus Banget,,,
d8614eee-b0c1-4545-87d3-4c513545f134,SANGAT MEMBANTU TINGGAL KLIK KLIK BISA PESAN TIKET DAHULU,positif,,
52d9f5a6-7800-4d0c-91d0-da566e3f99bf,Sangat membantu sukses selalu,,,
9868f148-e659-4d36-a161-9e66e9dd6361,terimakasih redbus.... . tolong dioerbaiki kadang aplikasi tidak bisa dibuka..,,negatif,
bf6817d5-1ca2-414b-beae-fa137543bf0f,bagus,,,
d9c1b664-b355-4afd-ad58-6fd000f7ede7,pelayanan mudah Dan baik,,,
cd7040e8-b5b8-497e-b784-c472624e52a3,bagus lebih mudah untk mencari bus,,positif,
7295b9b0-f380-4459-9915-786406ee194e,aplikasi penipu,,,
05f768e0-dcd7-45d8-917a-6c7060f212f2,oke,,,
f0c244c2-e843-468f-94a5-9f39f2052dc2,keren,,,
b1289da8-573e-4f68-a3b3-267a344b1da5,cari bus dari Indramayu tujuan kudus tidak pernah ada ketersediaan bus,,negatif,
44fa5e41-6a9f-40f1-a6a3-950f9dc63c8a,"Woy, gua dah bayar lewat transfer kenapa tiket ga bisa di konfirmasi😡",,,
1981ba01-98c0-421e-8fa1-9cf562f69772,mantuuul,,,
0e8911eb-8b23-417a-9060-3c7ddcde649d,okok,,,
24197f3d-2189-4deb-9603-665de48e14c9,tidak sesuai. saya sudah pesan tiketnya,,,
78707c05-d103-4e35-b5d2-d1c349806683,keren,,,
87b34b3d-038c-4630-acfc-25445bd92432,sangat membantu,,,
122c6862-9728-421a-b95f-4fc98853bd7b,Sangat membantu.keren banyak promo juga. Dijamin happy holiday menggunakan aplikasi RedBus🥰,positif,,
dcee2b1f-8c1f-423c-93f8-eabb99a60fc0,baik,,,
c564985b-5acb-4611-a114-286da3979c6f,Mantap,,,
173ea230-4057-4ebd-9bb3-688bca345bf1,Good,,,
19676377-73ed-4a69-b2e3-478b9f91bee9,kenapa apk nya g bisa di buka sich,,negatif,
3b2f0cdb-b101-46a1-8a6c-cfcefb8d37a9,Banyak promonya,positif,,
f709149b-f864-42c5-a99a-2311d6da2613,mantap...dpt potongan...lbh hemat dr hrg loket...mudah operasikannya,positif,positif,
875c7bf3-de9c-48b6-a0fb-73ca75351fde,"Saya sangat terbantu dengan aplikasi RedBus. Harga tiketnya lebih terjangkau, driver mengemudi sangat hati-hati dan penuh tanggung jawab, Terima kasih RedBus dan Bus Putra Sehati atas pengalaman perjalanan yang aman & menyenangkan ✨",positif,positif,positif
b2c2b2c2-ceb7-487b-8877-9c82fc5d71e3,Lanjutkan....,,,
5010b52b-f691-49cb-8517-40bd5f9c66e3,setiap mau payment knp gagal terus?,negatif,,
78c15795-95d4-413c-a34e-f536a3642830,Banyak pilihan BUS,,,
f1c81dd3-5d57-451e-9df8-282e2f8767bf,"SUPER PARAH, UANG TIKET HANGUSS GA BISA BERANGKAT APALAGI REFUND",negatif,negatif,
9009467e-e1fe-4538-8471-e5dd10fed739,baru mau nyoba udh dikecewakan sama harga nya yang selisih jauh,negatif,,
4b7c14ea-cbb4-409e-8cd4-2a0dcd0b3738,mudah gak ribet,,,
de88cf79-6349-4de8-ba2c-a3ff48137395,mantab promonya,positif,,
f43edbc4-cd1a-4453-98c8-422ab6fedc10,Nyaman benar2,,,
001c3507-0c1e-452d-b5b6-aec3133e5d2f,terbaik,,,
78ff441c-8ef2-4baf-83f1-f887c3b9868a,bagus,,,
7e5d3b4e-db76-4e57-af16-6e7b4045d1b9,sangat membantu,,,
b7e7ea5a-4740-4923-b22c-d68fa6e2c90f,fitur mudah dipahami,,positif,
87dde91e-d43c-4a27-9913-cd63d7a2da59,"parah, uangnya proses pengembalian sudah 1 Minggu tidak ada progres, pengaduan ke wa tidak pernah direspon, via telp yg angkat mesin penjawab. PARAH!!!",,negatif,
4dca171f-61d2-4888-a0f8-c8bc7b5941b1,aplikasi sudah cukup bagus untuk uinya,,positif,
09d411ea-2b64-4581-8f02-1d3a5656a71b,penggunaannya mudah,,positif,
e7334724-f2ec-46f1-9891-79f4279f2d3d,sangat baik dan nyaman tiket banyak diskon,positif,positif,
7dde456d-6f70-49aa-9136-a30a42e5e1c1,BISMILLAH .WALHAMDULILLAH,,,
48bc99c1-653e-4ad7-8e32-e26e74c8d7d1,sudah mulai banyak pilihan busnya,,positif,
3b013f43-ff4a-47b6-98aa-c6fd61032ce3,Tadinya mau pesen bus lewat aplikasi ini. Ko bintang nya bintang satu semua. Ih serem,,,
8cc69d26-40b3-481c-a4d7-bee0fc623cb9,sangat bagus dan membantu mencari tiket bis,positif,positif,
0df35628-6322-40d4-956c-f3cdad24cd27,baik,,,
3cc9c83b-18df-4125-9228-2fe9dae5c148,yang pasti gapuas lah,,negatif,
613fd2fd-db13-49c0-b143-ac55cf5ed7a8,pakai aplikasi redBus pergi kemana mana tidak takut kehabisan tiket dah apalagi discount nya pokoknya pakai redBus di jamin nyaman,positif,positif,
e8e9eb28-a181-45ef-8b3e-5af8d3f3902c,Armada Agra mas smg tetap konsisten yg terbaik untuk konsumen pelanggan dan amanah..... 🙏👍,,,positif
558e7f3a-af81-4243-9231-58fcdea85045,mantap,,,
0eb6d90b-65ae-44d0-9604-9df77d13272b,good,,,
f6db3eef-7acf-41ca-89c2-a892a7397c30,aplikasi oke sangat membantu,,,
6aae3749-af57-4345-a6ff-97dc73381b25,mantaap,,,
e6cb85cb-cf2d-4fc8-bc1f-f5cd245d70cd,bagus,,,
e06a8429-1285-437b-9d9d-67529ed0f607,oke mantap,,,
dad90461-e21e-47d0-87c1-d2960d2f4d8a,katanya pengguna baru dapet diskon eh gara-gara beda operator telpon ngga dapet. di php in nih. walau lebih easy dari traveloka jadinya bintang 4 saja kalo bintang 3 kasihan,negatif,,
53b64fcc-97c0-4ebe-8013-769574f3680f,website nya bagus tapi apk nya error parah gak bisa di buka sama sekali,,negatif,
976f11e1-596f-4710-b4a1-2c53c5e6c59d,gajelas gabisa di pencet ke pembayaran tolol,negatif,,
80e11c96-8c99-4971-8f8d-7afabf30b272,tks red bus,,,
5f942130-f3a1-4c03-9b86-f68f6869b687,pembayaran mudah😊🙏,positif,,
c22c7113-128c-4bc7-af3e-8e3f13ad11e2,tidak pernah mengeceeakan,,,
df5f2cf8-19cb-40ec-815a-30fdd8741667,ok jos,,,
836bf9c1-5696-4082-940c-19204af3a2b9,mudah dan sangat membantu dan lebih aman,,,
ffb3a10c-d452-40d3-bb9e-46ae2a549525,banyak promo,positif,,
9fd7c78b-f250-4e23-90c6-972ee1b7fbf2,lumayan bagus,,,
bb101093-88b7-418a-9150-fcd0e335b2be,"pesen tiket untuk 3 orang, .ditelpon cs nga ga bisa, .aplikasi ga jelas",,negatif,
55df70fd-96b6-45f9-8056-6ffddd32d57d,pesanan pertama by red bus oke,positif,positif,
366fba6d-71f8-494e-b559-6301da83d518,cepat dan tepat,,,
253020bf-78fb-4795-b99a-4a3caeb87c0e,sangat membantu d saat membutuhkan,,,
bc817e68-68c0-438c-b977-3eb6b916087c,dpt promo tapi gak bisa dipakai padahal pas milih tanggal ada tulisan promo pas di cek out malah tidak bisa dipakai promonya,negatif,,
4177566a-b327-4a3c-974b-8abcc21d74fe,"beli tiker sinar jaya cibinong udah 12 jam tanya alamat berangkat lebih detilnya, chat via aplikasi yg jawab mesin gak jelas. via WA gak di jawab2",,negatif,
7310116d-7aec-48ce-9ba1-addf5fbe75d1,saya senang pakai Red bus banyak promo nya,positif,positif,
a1edc28b-5f2d-4a7f-a119-e7965492fdf6,pesan tiket lewat aplikasi redbus lebih hemat banyak promo nya,positif,positif,
25c0c1e7-f80d-4458-a198-b94668f8ebc3,layananya bagus,,,
3b62652c-9865-439d-b619-6bbe251d5c4b,mantapp,,,
dcc3e8bb-e65d-4410-8538-e27205e2a321,ok,,,
f2c47457-3693-4466-be62-22de5db3e8fa,bermanfaat,,,
e3cf0baf-7d24-4131-98a7-06c7276eda82,sangat baik,,,
ba9cc61d-92e7-41ac-833c-180c19f706bd,sangat mempermudah dalam mencari angkutan umum AKAP,,positif,
1e78f012-0e3a-40ff-9125-e66c667d8a5f,ok,,,
6ddf29fb-555f-4481-beb4-df10be64c973,bagus,,,
fc344ad7-1a18-4ea1-a128-694883773db4,nyaman cepat dan mudah,,,
fb1e0443-d529-4afa-a86d-8e8b7e3df37c,sang at membantu. klo bisa per banyak po bus nya biar makin enak milihnya.,,,
c05aa178-e221-47df-93ad-d13785172f98,👍,,,
f2db299f-8a87-4168-8052-9fb250c0291d,mantap,,,
6790d699-955f-4346-b9e2-1c097fa30dd3,Alhamdulillah berkah dpt promo,positif,,
af5bd1a3-65b4-4212-8368-e6333d2ce543,tolong perbaiki lagi bagian detail penumpang,,,
01dad364-dd4d-41f2-875c-448299545960,keren,,,
a095e8f0-0744-487b-b006-d3f6d09fa874,Pemesanan mudah,positif,,
2eae9d79-9391-44bc-b554-d15748f5f545,good,,,
95a385da-76d1-4319-b130-5a2194118b86,tepat waktu tapi bak air di rest area mungkin jarang di cucu Krn tiap cuci kaki selalu gatal 2,,,negatif
c5ed7792-24bd-4256-96bc-ec99dbaac7e1,Luar biasa sangat membantu,,,
9132788b-2399-425b-9114-47910ddba33d,Baik,,,
af8e03ab-66b9-442d-a738-a672222e4b08,mantab cepat dlm pemesanan dan pencarian bus sesuai yg diinginkan,,positif,
327802fc-ea84-4cd3-9a41-24e3714383c2,bagus,,,
b2594659-0702-41d8-a084-55ebd2e7bff5,sangat mudah digunakan,,,
d38a959c-cec4-4070-8ebf-88288a642e4d,proses cepat,,,
125c2fd5-16d5-4ea1-b1c7-fe59a88b2e10,memberikan kemudahan dalam acara berpergian,,positif,
1543d093-e488-48ed-a71b-ff7ca1113af7,alhamdulillah pembelian tiket dari jkt ke jatim sudah selesai pembayaran memang tdk salah kalau pilih Red bus di mudah kan segala nya,positif,positif,
49abb598-7963-46e3-a1a0-9a22a0a7e5ed,mudah digunakan 👍,,,
f8ec6d1f-9330-41ec-9585-d8b7bef41d4e,baru donlod mau login susah ngbug cuma diem logo bus ga bisa login,,negatif,
1bd8e599-00da-4be0-a229-3032c4fc325a,mantapp,,,
f3392c5a-819c-41cb-937f-d17b3de1be74,mantap,,,
ef4df8ee-12b6-4d58-abb9-af2ec0158f7a,sangat nyaman,,,
6bf0db74-c428-474a-a1df-ea89a8472832,banyak pilihan metode pembayaran,positif,,
7119900e-e7a1-48f5-b88c-173b2158f3b4,"this app is so pathetic, i contacted cs but then i was told that my number is not in registration, but i used my only number and otp was sent to my number to when i was log in, and there's no option to communicate with cs, dont use this app",,negatif,
cd6e2680-db80-4ef0-aa21-aa4c06e41c3c,Sudah langganan Redbus,,,
49ec52ac-1037-4ccf-9fcb-960f313c2f3b,mantab layanannya,,,
2469f509-a698-44b6-9f3c-d953a37d2810,gagal bayar karena waktu habis dan saldo dari rekening sudah terpotong bagaimana solusinya? cukup sekali aja pakai red bus ternyata malah rugi,negatif,,
c5b95776-8764-4b2f-b4b7-71e14330777d,HAPUS BUS SARWONADHI DAN LIST ANDA! PELAYANAN SAMPAH!,,,negatif
976604d2-6620-4abd-90ee-403fc2ce3fda,muantap,,,
